transactionids,items,quantity
49973,Bozone Hefe Weizen,5
70890,Snake Dog IPA,1
19438,KSA,3
19438,Coconut Shrimp,3
19438,Spinach and Artichoke Dip,1
21126,Jack Pine Savage,5
21126,Dottie Seattle Lager,4
21126,Jack Pine Savage,3
23091,Dottie Seattle Lager,3
23091,Boneless Wings,3
59023,House Salad,3
59023,Gose,3
50624,Midnight Ryder,5
50624,Midnight Ryder,5
79151,Garlic Bread,4
79151,Dos Pistolas,4
70047,Gran Met,4
70047,Yellow Collar,1
70047,Chicken Tortilla Soup,4
45748,Chips and Salsa,4
21514,Doomtree,3
21514,Doomtree,3
41217,Milk Mustachio Stout,5
41217,Milk Mustachio Stout,4
41217,Alaskan Amber,3
62304,Cape Cod Red,4
62304,El Steinber Dark Lager,4
95599,Foreman,1
95599,Yeti  Imperial Stout,5
71030,Nonstop Hef Hop,3
62203,Foreman,1
62203,Pretzels and Cheese Dip,3
62203,Beef Taco,1
58697,Pale Dog,4
50507,Gran Met,4
50507,Gran Met,1
73652,Agent a Deux,1
42389,Pretzels and Cheese Dip,5
22053,Cheese Pizza,2
94765,Midwest Charm Farmhouse Ale,3
94765,Fort Pitt Ale,5
94765,Fort Pitt Ale,1
41284,Ahi Tune Bruschetta,4
41284,Yellow Collar,5
41284,Redacted Rye IPA,4
51655,El Steinber Dark Lager,5
51655,Snake Dog IPA,4
64860,Milk Mustachio Stout,3
38170,Forest Fire Imperial Smoked Rye,4
44862,Canyon Cream Ale,2
72431,House Salad,3
72431,House Salad,2
72431,Buffalo Wings,5
16974,Grilled Cheese Trio,2
65843,Snake Dog IPA,3
65843,Yellow Wolf Imperial IPA,3
65843,Yellow Wolf Imperial IPA,2
47878,Boxer Ice,5
47878,Boxer Ice,4
22139,Midnight Ryder,3
22139,Pretzels and Cheese Dip,1
19029,Boxer Ice,3
18175,Element 29,4
64504,Caesar Salad,1
64504,Nooner,1
64504,Nooner,1
66289,Yellow Wolf Imperial IPA,4
70131,La Ferme Urbaine Farmhouse Ale,1
70131,Canyon Cream Ale,5
47349,Capital Trail Pale Ale,3
47349,Fort Pitt Ale,5
47349,House Salad,3
51415,Ahi Tune Bruschetta,3
51415,Abigale,2
65754,Capital Gold Golden Lager,3
65754,Might As Well IPL,2
17319,Hamburger,1
17319,Redacted Rye IPA,3
82704,Graham Cracker Porter,4
82704,Redacted Rye IPA,3
41947,Akari Shogun American Wheat Ale,4
41947,Doomtree,5
41947,Doomtree,4
34584,Capital Trail Pale Ale,5
34584,Fort Pitt Ale,3
34584,Dos Pistolas,1
23628,Capital Trail Pale Ale,3
93256,Nachos,1
64288,Boy King,5
64288,Smooth Operator,3
28681,Milk Mustachio Stout,5
95898,Nordskye ,1
95898,Chicken Tortilla Soup,1
55340,Alaskan Amber,2
53811,Abigale,2
99294,Red Water Irish Style Red,1
85991,Lobster Bisque,5
85991,Yeti  Imperial Stout,4
74044,Snake Dog IPA,2
74044,Midwest Charm Farmhouse Ale,1
74044,Agent a Deux,3
31027,Boxer Light,3
44367,Milkshake Stout,3
37249,El Steinber Dark Lager,5
37249,Boxer Ice,4
44341,KSA,2
44341,Tomato Basil Soup,2
52761,Beef Taco,3
11389,Milkshake Stout,1
11389,Gossamer Golden Ale,1
90737,Grilled Chicken Quesadilla,4
90737,Jack's Hard Cider,5
25367,Nachos,3
25367,Snake Dog IPA,2
62277,Spinach and Artichoke Dip,4
92171,Beef Taco,3
92171,Beef Taco,3
32733,Midwest Charm Farmhouse Ale,2
32733,Midwest Charm Farmhouse Ale,2
32733,Crab Cakes,2
16211,Boxer Light,2
16211,Spinach and Artichoke Dip,2
16211,Cheese Pizza,2
90538,Milkshake Stout,1
90538,Capital Trail Pale Ale,1
90538,Capital Trail Pale Ale,4
51340,Chicken Tortilla Soup,1
51340,Chicken Tortilla Soup,2
51340,Boneless Wings,1
85471,Agave Wheat,1
85471,Agave Wheat,3
40991,Caesar Salad,1
40991,Yellowfun Tempura Bites,1
94637,Gose,2
19105,Midnight Ryder,4
19105,Midnight Ryder,4
19105,Fries,3
44370,Red Water Irish Style Red,3
44370,Boneless Wings,4
31404,Cant Dog Imperial Pale Ale,1
31404,Jade,4
44385,Guacamole and Chips,1
21990,Agent a Deux,2
21990,Chicken Taco,4
21990,Gran Met,1
78662,Nordskye ,2
78662,Nordskye ,2
78662,Boxer Light,1
79926,Pulled Pork Sliders,2
80567,Osiris Pale Ale,1
80567,Coconut Shrimp,5
71359,Caesar Salad,5
71359,Yeti  Imperial Stout,5
15069,Jack Stout,4
15069,Jack Stout,1
36641,Onion Rings,5
73770,Smoky Wheat,5
73770,Garlic Bread,2
53096,Akari Shogun American Wheat Ale,2
53096,Kale Salad,3
31863,Agent a Deux,4
31863,Agave Wheat,1
31863,Lobster Bisque,2
59530,Ahi Tune Bruschetta,4
59530,Ahi Tune Bruschetta,2
59530,Redacted Rye IPA,3
35959,Nordskye ,3
35959,Fort Pitt Ale,5
17934,El Rojo,2
17934,Grilled Cheese Trio,5
74940,Capital Trail Pale Ale,2
98570,Yellowfun Tempura Bites,1
98570,Yellowfun Tempura Bites,3
98570,Dolores River Pale Ale,3
87958,Osiris Pale Ale,1
87958,Yellowfun Tempura Bites,4
87958,Yellowfun Tempura Bites,2
92805,Boxer Light,1
96891,Pulled Pork Sliders,4
96891,Pulled Pork Sliders,4
96891,Pulled Pork Sliders,4
12181,French Onion Soup,1
12181,Red Water Irish Style Red,2
26651,Yellow Collar,1
26651,Ahi Tune Bruschetta,4
26651,Foreman,1
33350,Dos Pistolas,4
33350,Firefly Amber Ale,2
33350,Midnight Ryder,5
30284,El Steinber Dark Lager,3
30284,Canyon Cream Ale,4
30284,Elder Betty,5
22116,Element 29,4
64294,Agent a Deux,1
64294,Kreamed Corn,5
64294,Abigale,4
76282,Onion Rings,1
90243,Graham Cracker Porter,4
90243,Boy King,3
25392,Snaggletooth Double Pale Ale,4
25333,Coleslaw,2
25333,Snaggletooth Double Pale Ale,3
80354,Dottie Seattle Lager,5
80354,Nordic Blonde,2
16792,Canyon Cream Ale,5
47467,Redacted Rye IPA,2
47467,Canyon Cream Ale,1
47467,Cheeseburger,5
87176,Grilled Cheese Trio,3
87176,Dottie Seattle Lager,1
87176,Ahi Tune Bruschetta,1
97142,Milk Mustachio Stout,2
10546,Alaskan Amber,3
10546,Coconut Shrimp,2
10546,Abigale,2
45169,Firefly Amber Ale,4
85051,Lobster Bisque,5
85051,Cant Dog Imperial Pale Ale,4
85051,Cant Dog Imperial Pale Ale,5
74765,Fort Pitt Ale,5
74765,Boy King,5
52087,Bozone Hefe Weizen,1
52087,Oberon,3
52087,Might As Well IPL,2
84578,Chips and Salsa,2
84578,Midwest Charm Farmhouse Ale,5
84578,Graham Cracker Porter,4
10221,Paleo IPA,3
10221,Paleo IPA,5
87924,La Ferme Urbaine Farmhouse Ale,2
87924,Boneless Wings,5
87924,Forest Fire Imperial Smoked Rye,3
62222,Boxer Light,1
62222,Spinach and Artichoke Dip,2
62222,Boxer Light,2
50405,Firefly Amber Ale,5
34145,Grilled Cheese Trio,1
34145,Cape Cod Red,5
75800,Red Water Irish Style Red,2
71751,Grilled Cheese Trio,5
71751,Dottie Seattle Lager,2
71751,Grilled Cheese Trio,3
59558,House Salad,3
59558,Firefly Amber Ale,4
59558,Agent a Deux,1
34747,Dottie Seattle Lager,5
63878,Dottie Seattle Lager,4
63878,Dottie Seattle Lager,4
63878,Caesar Salad,2
22294,La Frontera Premium IPA,2
22294,Firefly Amber Ale,5
92537,Agent a Deux,3
50433,Ahi Tune Bruschetta,1
96356,Elder Betty,5
96356,Caesar Salad,1
96356,Pale Dog,2
23989,Boxer Light,3
23989,Akari Shogun American Wheat Ale,4
30367,Milk Mustachio Stout,5
30367,Mozarella Sticks,5
30367,Milk Mustachio Stout,4
45219,Cheese Pizza,5
95722,Jack's Hard Cider,4
95722,Jack's Hard Cider,5
95722,Jack Stout,5
55331,Mediterranean Hummus,4
55331,Red Water Irish Style Red,3
61432,Pretzels and Cheese Dip,1
61432,Occidental Altbier,3
61432,Occidental Altbier,2
97633,Smooth Operator,2
97633,Bozone Hefe Weizen,5
77656,Mediterranean Hummus,3
77656,Yellow Wolf Imperial IPA,2
66507,El Steinber Dark Lager,1
66507,Red Water Irish Style Red,1
66507,Chicken Tortilla Soup,1
36617,Pretzels and Cheese Dip,3
36617,Mediterranean Hummus,2
39490,Dottie Seattle Lager,2
39490,Hamburger,2
37798,Red Water Irish Style Red,1
37798,Yellow Wolf Imperial IPA,3
53579,Yellow Collar,2
47654,Cheese Pizza,2
47654,Fire Eagle IPA,4
47654,Foreman,4
24882,Buffalo Wings,3
70488,Snake Dog IPA,5
61984,Lobster Bisque,2
61984,Osiris Pale Ale,1
71232,Chips and Salsa,3
75020,Nordic Blonde,3
71529,Boxer Light,3
71529,Boxer Light,1
71529,Boxer Light,1
69733,Bozone Hefe Weizen,4
42415,Yeti  Imperial Stout,2
42415,Jack's Hard Cider,2
31728,Coleslaw,5
31728,Gran Met,4
31728,Boneless Wings,3
85122,Canyon Cream Ale,5
57890,Yeti  Imperial Stout,5
57890,Jack Stout,1
57890,Osiris Pale Ale,1
59156,Jack the Sipper,4
59156,House Salad,2
59156,Nordskye ,5
50008,Nordic Blonde,3
50008,Nordic Blonde,3
10009,Chicken Tortilla Soup,1
10009,Nordskye ,2
51990,Smoky Wheat,4
51990,Jack Pine Savage,5
51990,Smooth Operator,2
55299,Midwest Charm Farmhouse Ale,3
89266,Dolores River Pale Ale,2
89266,Agave Wheat,4
87421,Mediterranean Hummus,2
87421,Dottie Seattle Lager,1
70649,Milk Mustachio Stout,3
24200,Occidental Altbier,3
24200,Yeti  Imperial Stout,4
15403,Grilled Cheese Trio,3
58708,Foreman,5
35368,Yellow Collar,4
35368,Gran Met,4
35368,Gran Met,4
89992,Firefly Amber Ale,5
89992,Firefly Amber Ale,2
89992,Pale Dog,2
29783,Nordskye ,5
32969,Pretzels and Cheese Dip,4
95050,Cheese Pizza,5
95050,Agent a Deux,3
95050,Cheese Pizza,2
23200,House Salad,2
23200,House Salad,5
23200,Red Water Irish Style Red,3
23240,Boy King,1
23240,Smoky Wheat,5
23240,Dottie Seattle Lager,4
20466,Agave Wheat,3
20466,Dottie Seattle Lager,5
20466,Capital Trail Pale Ale,3
34901,KSA,2
34901,Dottie Seattle Lager,5
34901,Milk Mustachio Stout,2
95202,Kale Salad,3
95202,Snake Dog IPA,2
84775,Capital Trail Pale Ale,4
58040,Hamburger,5
35081,Red Water Irish Style Red,2
35081,Might As Well IPL,2
35081,French Onion Soup,3
18842,Bozone Hefe Weizen,3
93956,Jack Pine Savage,2
93956,Boneless Wings,5
93956,Fort Pitt Ale,5
67206,Chicken Taco,5
67206,Fried Calamari,4
67206,Boneless Wings,1
42729,Nooner,3
68865,Element 29,1
83258,Milk Mustachio Stout,1
83258,Forest Fire Imperial Smoked Rye,2
47185,Boxer Light,1
47185,Red Water Irish Style Red,5
19306,Caesar Salad,3
19306,Cape Cod Red,5
73516,Ahi Tune Bruschetta,5
23643,Firefly Amber Ale,3
23643,Paleo IPA,1
23643,Firefly Amber Ale,5
13406,Buffalo Wings,1
13406,Ahi Tune Bruschetta,1
13406,Grilled Cheese Trio,1
11963,Nordskye ,5
11963,Kreamed Corn,2
98550,Red Mountain Ale,5
98550,Chicken Taco,5
11024,Milk Mustachio Stout,5
11024,Snaggletooth Double Pale Ale,2
11024,Snaggletooth Double Pale Ale,5
37315,Nordic Blonde,2
37315,Nordic Blonde,2
37315,Dottie Seattle Lager,3
59044,Sweet Potato Fries,5
59044,Red Mountain Ale,5
38773,Milk Mustachio Stout,3
33406,Spinach and Artichoke Dip,1
58672,Capital Trail Pale Ale,2
58672,Nordskye ,2
66767,Cheese Pizza,1
66767,Spinach and Artichoke Dip,2
80471,Boxer Light,3
80471,Bozone Hefe Weizen,5
71372,KSA,2
40390,Gossamer Golden Ale,1
64492,Boneless Wings,3
64492,Chicken Tortilla Soup,5
98028,Ahi Tune Bruschetta,3
10896,Lobster Bisque,2
10896,Gossamer Golden Ale,1
10896,Fire Eagle IPA,5
92556,Coleslaw,3
92556,Cheeseburger,3
92556,Cheeseburger,4
82042,Chips and Salsa,2
66956,Chips and Salsa,4
79716,Paleo IPA,1
79716,Jack Pine Savage,4
80070,Jack the Sipper,1
80070,Agent a Deux,5
80070,Bozone Hefe Weizen,4
31201,Red Water Irish Style Red,4
31201,Caesar Salad,5
19376,Ahi Tune Bruschetta,2
19376,Sweet Potato Fries,3
96437,Element 29,5
96437,Element 29,2
96437,Abigale,3
52145,Kale Salad,4
52145,Kale Salad,4
52145,Kreamed Corn,2
94137,Dos Pistolas,1
94137,Dos Pistolas,2
41177,Gose,3
87022,Jack Stout,4
74855,Canyon Cream Ale,2
74855,Canyon Cream Ale,5
74855,Forest Fire Imperial Smoked Rye,3
42807,Kreamed Corn,2
42807,Lobster Bisque,5
72036,Chicken Taco,2
38741,Crab Cakes,3
38741,Smooth Operator,4
38741,Coconut Shrimp,3
63256,Agent a Deux,3
63256,Fries,5
63256,Onion Rings,4
80090,Grilled Cheese Trio,5
50194,Cheese Pizza,1
50194,Jade,4
50194,Yellow Wolf Imperial IPA,5
11775,Canyon Cream Ale,2
11775,Bozone Hefe Weizen,4
11775,Onion Rings,1
41611,Yeti  Imperial Stout,2
42000,Cape Cod Red,5
42000,Boxer Ice,1
42000,Midnight Ryder,4
74064,Foreman,4
22916,El Steinber Dark Lager,4
22570,Ahi Tune Bruschetta,4
22570,Ahi Tune Bruschetta,1
22570,Onion Rings,2
47225,Boxer Light,2
47225,Gose,2
76066,Ahi Tune Bruschetta,4
76066,Grilled Cheese Trio,1
49999,Jack the Sipper,5
49999,El Rojo,5
22056,Garlic Bread,4
23685,Jack Pine Savage,4
23685,Jack Pine Savage,4
23685,Dottie Seattle Lager,3
46493,Capital Gold Golden Lager,4
35404,Milk Mustachio Stout,5
35404,Gose,5
56136,Nooner,5
56136,Crab Cakes,2
56136,Nooner,2
39024,Cheese Pizza,5
39024,Ahi Tune Bruschetta,3
18790,Nonstop Hef Hop,1
18790,Doomtree,2
18790,Bozone Hefe Weizen,3
81724,Ahi Tune Bruschetta,3
81724,Yellowfun Tempura Bites,5
89989,Red Mountain Ale,4
89989,La Frontera Premium IPA,4
99177,Capital Gold Golden Lager,1
99177,Spinach and Artichoke Dip,3
99177,Forest Fire Imperial Smoked Rye,2
13497,Cheeseburger,4
13497,Midwest Charm Farmhouse Ale,5
29293,Oberon,4
29293,French Onion Soup,5
43664,Fried Calamari,1
43664,Capital Trail Pale Ale,1
54408,Fire Eagle IPA,2
54408,Fire Eagle IPA,4
54408,Fire Eagle IPA,1
54747,Jack Stout,2
67055,Nooner,3
67055,Milk Mustachio Stout,2
67055,Yellow Collar,4
70329,Foreman,4
70329,Jack Pine Savage,3
70329,Snake Dog IPA,2
33772,Canyon Cream Ale,4
33772,Redacted Rye IPA,3
70213,Snake Dog IPA,5
70213,Ahi Tune Bruschetta,5
70213,Snake Dog IPA,1
60610,Fire Eagle IPA,4
60610,Cant Dog Imperial Pale Ale,3
21408,Ahi Tune Bruschetta,3
21408,El Rojo,3
84965,Might As Well IPL,5
84965,Might As Well IPL,1
28818,Capital Gold Golden Lager,3
72536,Buffalo Wings,4
72536,Buffalo Wings,2
72536,Milk Mustachio Stout,5
60479,Dottie Seattle Lager,4
90394,Agent a Deux,3
37529,Gose,4
37529,Agave Wheat,2
37529,Yellowstone Golden Ale,4
11983,Oberon,1
11983,Sweet Potato Fries,4
11983,Red Mountain Ale,1
75396,Elder Betty,5
75396,Snaggletooth Double Pale Ale,3
80108,Pulled Pork Sliders,5
80108,Nonstop Hef Hop,2
80108,Nordskye ,4
57892,Nordskye ,2
95658,Cheese Pizza,4
95658,Coconut Shrimp,1
14969,Smoky Wheat,4
14969,Kale Salad,5
14969,Red Mountain Ale,2
42553,Cheeseburger,3
42553,Forest Fire Imperial Smoked Rye,4
42553,Doomtree,2
35870,Snaggletooth Double Pale Ale,2
35870,Cheese Pizza,3
35870,Cheese Pizza,5
12473,Agent a Deux,1
77610,Yellow Collar,4
77610,Yellow Collar,1
77610,Nordic Blonde,4
75420,Bozone Hefe Weizen,2
75420,Milkshake Stout,3
75420,Foreman,4
19987,Gose,3
19987,Gose,1
19987,Gose,2
67638,Grilled Cheese Trio,1
12588,Cape Cod Red,3
12588,El Steinber Dark Lager,5
55183,Kale Salad,2
55183,Hamburger,1
41362,Kale Salad,2
41362,KSA,2
41362,Osiris Pale Ale,1
53120,French Onion Soup,3
49552,Chips and Salsa,5
49552,Agent a Deux,4
29369,Milk Mustachio Stout,5
29369,Mozarella Sticks,3
86015,Buffalo Wings,3
86015,Crab Cakes,2
86015,Buffalo Wings,5
49836,Gossamer Golden Ale,5
64184,Nooner,4
64184,Smooth Operator,5
64184,Smooth Operator,2
53931,Mediterranean Hummus,2
10723,Chicken Tortilla Soup,3
10723,Nordskye ,4
62357,Redband Stout,5
19682,Tomato Basil Soup,2
19682,Cant Dog Imperial Pale Ale,4
25884,La Frontera Premium IPA,3
25884,Guacamole and Chips,4
25884,Guacamole and Chips,4
64584,Dottie Seattle Lager,2
64584,Dottie Seattle Lager,4
12557,Smoky Wheat,3
15718,Forest Fire Imperial Smoked Rye,2
15718,Grilled Chicken Quesadilla,3
97990,Cheese Pizza,2
39226,Spinach and Artichoke Dip,5
84503,Yellow Collar,5
84503,Snake Dog IPA,3
87261,Crab Cakes,3
87261,Midwest Charm Farmhouse Ale,4
87261,Midwest Charm Farmhouse Ale,5
19112,Cant Dog Imperial Pale Ale,4
71582,Fire Eagle IPA,1
78067,Red Water Irish Style Red,2
78067,Paleo IPA,3
78067,House Salad,5
46009,Guacamole and Chips,1
46009,Nordskye ,5
30482,Capital Trail Pale Ale,1
44697,Firefly Amber Ale,5
44697,Nordskye ,1
44697,Spinach and Artichoke Dip,2
31574,Gossamer Golden Ale,3
24269,Fort Pitt Ale,4
24269,Snake Dog IPA,4
18546,El Steinber Dark Lager,4
36811,Redband Stout,2
36756,Yeti  Imperial Stout,4
36756,Chips and Salsa,5
75801,Elder Betty,3
90807,Smooth Operator,1
90807,Boneless Wings,2
72029,Elder Betty,3
72029,Guacamole and Chips,4
88430,Beef Taco,2
52143,Milkshake Stout,4
52143,Cheese Pizza,1
37457,Tomato Basil Soup,3
37457,Forest Fire Imperial Smoked Rye,3
37457,Spinach and Artichoke Dip,5
97340,Cant Dog Imperial Pale Ale,3
97340,Jade,2
29779,Sweet Potato Fries,3
32081,Snaggletooth Double Pale Ale,5
40729,Capital Trail Pale Ale,3
37658,Milk Mustachio Stout,5
55716,Cheese Pizza,2
55716,Redband Stout,1
24909,Jade,2
24909,Boneless Wings,5
94298,Ahi Tune Bruschetta,2
94298,Chips and Salsa,3
94298,Grilled Cheese Trio,2
10938,Red Water Irish Style Red,3
10938,Fort Pitt Ale,2
10938,Red Water Irish Style Red,3
53094,Capital Trail Pale Ale,3
74705,Fried Calamari,3
65319,Pretzels and Cheese Dip,5
93596,Chicken Taco,4
93596,Chicken Taco,1
93596,Oberon,3
28385,Firefly Amber Ale,1
28385,Snaggletooth Double Pale Ale,1
87910,Pretzels and Cheese Dip,3
87910,Hamburger,5
31317,Grilled Cheese Trio,1
31317,Buffalo Wings,3
70631,Cape Cod Red,2
70631,Nordskye ,2
70631,Alaskan Amber,2
59446,Jack the Sipper,5
10735,Spinach and Artichoke Dip,3
10735,Snake Dog IPA,5
31435,Capital Trail Pale Ale,4
31435,Caesar Salad,4
44454,Ahi Tune Bruschetta,3
71774,Foreman,1
49709,Dottie Seattle Lager,4
68261,Ahi Tune Bruschetta,1
54817,Midnight Ryder,1
54817,Milkshake Stout,3
16945,Alaskan Amber,3
16945,Might As Well IPL,1
69962,Element 29,5
69962,Gose,5
69962,Element 29,1
69813,La Frontera Premium IPA,3
69813,Dolores River Pale Ale,4
69813,Chicken Taco,5
93446,Capital Trail Pale Ale,2
93446,Capital Trail Pale Ale,3
30693,Snake Dog IPA,3
30693,Chicken Taco,4
67822,El Rojo,3
67822,Grilled Chicken Quesadilla,1
67822,El Rojo,5
19670,Elder Betty,1
83424,La Frontera Premium IPA,4
83424,Coleslaw,4
71508,Boneless Wings,5
71508,Jack Stout,1
96584,Element 29,2
96584,Abigale,3
96584,Graham Cracker Porter,3
30988,Mediterranean Hummus,4
30988,Jack Stout,3
60520,Bozone Hefe Weizen,4
60520,Akari Shogun American Wheat Ale,5
60520,Yellow Collar,3
99857,Nooner,2
84177,Boy King,1
17573,Yellow Wolf Imperial IPA,4
17573,Fort Pitt Ale,3
17573,Bozone Hefe Weizen,2
43175,Gran Met,4
43175,Cape Cod Red,1
65742,Smoky Wheat,5
98615,Nooner,4
20430,Smoky Wheat,2
20430,Red Mountain Ale,2
20430,Kale Salad,4
34315,Jade,4
34315,Nooner,5
34315,Forest Fire Imperial Smoked Rye,5
66293,Garlic Bread,5
66293,Garlic Bread,5
66293,Fort Pitt Ale,2
18299,Cheese Pizza,1
18299,Cheese Pizza,5
18299,Boxer Light,1
32653,Yeti  Imperial Stout,2
32653,Yeti  Imperial Stout,5
25849,Jack Stout,5
25849,Kreamed Corn,5
25849,KSA,2
72475,Caesar Salad,3
72475,Beef Taco,4
12718,Fried Calamari,3
12718,Fried Calamari,3
12718,Fried Calamari,1
48590,Milkshake Stout,5
48590,Milkshake Stout,5
59639,Midnight Ryder,4
49627,Nooner,3
18601,Jack the Sipper,4
82784,Milk Mustachio Stout,4
82784,Bozone Hefe Weizen,5
82784,Graham Cracker Porter,2
38176,Paleo IPA,5
72854,Smooth Operator,2
87183,Kreamed Corn,5
87183,Onion Rings,1
16067,French Onion Soup,4
16067,French Onion Soup,5
16067,Agent a Deux,1
24771,Firefly Amber Ale,5
21649,Gran Met,2
89494,Mozarella Sticks,1
57038,Mediterranean Hummus,5
57038,Spinach and Artichoke Dip,5
53974,Caesar Salad,5
53974,Caesar Salad,4
48174,Nooner,3
48174,Crab Cakes,1
48174,Crab Cakes,5
40105,Boxer Light,5
40105,Jack Stout,3
40105,Akari Shogun American Wheat Ale,2
94809,Yellow Wolf Imperial IPA,1
94809,Kale Salad,1
86926,Chicken Tortilla Soup,5
86926,Grilled Cheese Trio,4
53155,Mediterranean Hummus,2
53155,Snake Dog IPA,5
53155,Yellow Collar,2
49929,El Steinber Dark Lager,5
30972,Agave Wheat,5
30972,Doomtree,3
65703,Abigale,4
65703,Abigale,4
65703,Graham Cracker Porter,5
22437,Chicken Taco,4
22437,Boxer Ice,3
62674,Graham Cracker Porter,1
54793,KSA,3
54793,Milk Mustachio Stout,5
54793,Dottie Seattle Lager,1
68511,Yellow Collar,3
21301,Garlic Bread,3
21301,La Ferme Urbaine Farmhouse Ale,2
83681,Cape Cod Red,4
83681,Smooth Operator,5
83681,Element 29,5
36200,Red Mountain Ale,1
36200,Boxer Ice,1
27890,Fries,5
27890,Dos Pistolas,1
27890,Firefly Amber Ale,4
25729,Yellow Collar,5
25729,Milkshake Stout,3
32841,Boxer Light,5
32841,Elder Betty,2
84565,Paleo IPA,2
84565,Buffalo Wings,4
84565,Crab Cakes,1
63371,Onion Rings,1
49083,Nordskye ,2
26603,Jade,5
16575,Boy King,1
38333,Onion Rings,4
66844,Lobster Bisque,1
66844,Gose,2
66844,Snake Dog IPA,5
57220,Abigale,1
57220,Coleslaw,3
57220,Buffalo Wings,4
11197,Dottie Seattle Lager,2
11197,Yellow Wolf Imperial IPA,4
61931,Jade,2
61931,Guacamole and Chips,1
64159,Cant Dog Imperial Pale Ale,3
64159,La Frontera Premium IPA,2
79214,Midwest Charm Farmhouse Ale,5
65342,Graham Cracker Porter,3
75309,Cape Cod Red,2
75309,Ahi Tune Bruschetta,2
23179,Kale Salad,4
33854,Red Mountain Ale,5
63595,Occidental Altbier,1
63595,Mozarella Sticks,4
63595,Mozarella Sticks,1
78113,Agave Wheat,5
99345,Nooner,4
99345,Coleslaw,4
37806,Yeti  Imperial Stout,1
37806,Yeti  Imperial Stout,4
37806,Yeti  Imperial Stout,2
39197,Coleslaw,5
39197,Coleslaw,2
39197,Bozone Hefe Weizen,2
20002,Fire Eagle IPA,4
20002,Foreman,1
20002,Fried Calamari,1
60253,Grilled Cheese Trio,4
64822,Coconut Shrimp,4
64822,Garlic Bread,5
48605,Cheeseburger,1
48605,Alaskan Amber,2
93889,Gossamer Golden Ale,4
93889,Jack the Sipper,1
95710,Fort Pitt Ale,5
95710,Red Water Irish Style Red,4
88145,Fries,5
88145,Capital Gold Golden Lager,2
54571,Capital Trail Pale Ale,3
54571,Fort Pitt Ale,3
54571,Boneless Wings,1
50618,Garlic Bread,4
50618,Mozarella Sticks,4
50618,Red Mountain Ale,5
83799,Cheese Pizza,4
83799,Element 29,4
67116,Spinach and Artichoke Dip,2
67116,Jack the Sipper,4
67116,El Steinber Dark Lager,5
81280,Capital Trail Pale Ale,3
45793,Midnight Ryder,5
19059,Kreamed Corn,2
92309,Cheese Pizza,5
92309,Midnight Ryder,5
68246,Gose,5
68246,El Rojo,5
89383,Nordskye ,1
42030,Guacamole and Chips,3
52571,Coleslaw,3
52571,Cape Cod Red,3
59858,El Steinber Dark Lager,3
59858,El Steinber Dark Lager,2
59858,Fire Eagle IPA,2
60836,Agent a Deux,4
60836,Kreamed Corn,5
60836,Agent a Deux,3
36023,Alaskan Amber,5
36023,French Onion Soup,3
20128,Hamburger,3
47923,Fried Calamari,4
47923,Fried Calamari,5
47923,Fried Calamari,3
95444,Milkshake Stout,2
95444,Milkshake Stout,3
59289,Nordskye ,4
76131,Grilled Chicken Quesadilla,5
76131,Dolores River Pale Ale,4
76131,Pulled Pork Sliders,3
61366,Spinach and Artichoke Dip,1
61366,Coconut Shrimp,2
61366,Spinach and Artichoke Dip,1
81657,Redband Stout,1
39783,El Rojo,3
39783,Lobster Bisque,4
77388,Kale Salad,4
77388,Yellow Wolf Imperial IPA,5
96662,Pale Dog,2
96662,Yellowstone Golden Ale,2
96662,Jade,4
79168,Chicken Taco,5
79168,Pretzels and Cheese Dip,3
79168,Snaggletooth Double Pale Ale,1
71023,Boy King,4
71023,Canyon Cream Ale,5
71023,La Ferme Urbaine Farmhouse Ale,3
23716,Grilled Cheese Trio,5
29251,Milk Mustachio Stout,1
29251,La Frontera Premium IPA,5
29251,Nachos,2
89536,Nooner,4
24164,Midnight Ryder,3
24164,Pale Dog,5
24164,Firefly Amber Ale,3
13797,Agent a Deux,4
13797,Bozone Hefe Weizen,1
13797,Agent a Deux,1
32345,Caesar Salad,3
32266,Fries,3
32266,Snake Dog IPA,4
72286,Yellowstone Golden Ale,4
72286,Smoky Wheat,5
88558,Nonstop Hef Hop,2
88558,Grilled Cheese Trio,2
38236,Mediterranean Hummus,5
38236,Paleo IPA,3
38236,Osiris Pale Ale,2
80297,Kale Salad,1
80297,Graham Cracker Porter,1
59219,Jack's Hard Cider,3
59219,Boy King,4
59219,Forest Fire Imperial Smoked Rye,5
28599,Yellow Wolf Imperial IPA,3
51505,Caesar Salad,3
51505,Garlic Bread,3
14934,Garlic Bread,1
14934,Red Mountain Ale,1
14934,Mozarella Sticks,4
97397,Guacamole and Chips,2
97397,Dolores River Pale Ale,3
78811,Lobster Bisque,3
78811,Lobster Bisque,5
78811,Nachos,5
44586,Yellowstone Golden Ale,2
59797,Canyon Cream Ale,2
59797,Lobster Bisque,5
59797,Pale Dog,2
68368,Redband Stout,4
68368,Dolores River Pale Ale,5
68368,Dolores River Pale Ale,5
54800,Paleo IPA,1
99988,La Frontera Premium IPA,4
99988,La Frontera Premium IPA,2
81958,Chips and Salsa,1
81958,Chips and Salsa,3
29686,Mediterranean Hummus,5
29686,Gose,1
29686,Chicken Tortilla Soup,1
18848,Cheese Pizza,3
