transactionids,times,dates
21764,17:04,5-6-2016
19783,19:20,4-11-2016
13790,21:40,5-5-2016
56652,15:03,12-25-2016
59849,18:27,8-12-2016
70599,23:12,2-6-2016
27382,17:11,4-20-2016
59089,16:56,2-11-2016
95799,21:47,11-3-2016
67410,14:07,5-5-2016
44807,21:23,5-28-2016
97341,15:58,5-21-2016
83505,20:36,10-16-2016
84238,20:18,4-5-2016
22671,15:21,12-28-2016
54166,22:48,9-7-2016
85491,21:18,11-20-2016
36241,17:51,12-15-2016
53346,15:26,3-21-2016
17997,15:27,2-10-2016
38189,16:33,11-14-2016
26961,21:14,12-4-2016
76979,19:58,2-28-2016
40621,20:29,6-1-2016
59010,20:49,1-12-2016
81063,19:05,1-17-2016
20870,21:33,9-1-2016
45939,23:38,6-19-2016
11199,21:52,5-17-2016
36616,15:56,2-26-2016
97458,17:00,10-4-2016
52283,15:10,11-4-2016
57001,15:31,7-26-2016
65275,23:41,9-19-2016
64736,16:48,3-1-2016
68895,20:10,8-26-2016
38430,21:09,3-12-2016
57763,21:24,7-4-2016
89641,18:53,8-21-2016
75037,16:36,6-26-2016
60180,14:17,4-10-2016
41199,21:16,1-17-2016
17909,22:58,4-5-2016
64945,18:33,11-10-2016
59104,15:21,10-9-2016
66654,20:41,9-24-2016
69430,17:49,2-11-2016
92992,23:17,7-17-2016
27805,16:21,3-13-2016
40766,20:55,5-22-2016
91808,17:18,9-13-2016
13580,17:04,11-19-2016
30425,19:54,12-26-2016
46711,16:53,2-21-2016
57387,14:23,6-22-2016
67875,18:22,7-23-2016
99876,17:41,7-28-2016
34080,16:46,3-26-2016
37025,19:45,6-8-2016
19269,21:42,4-9-2016
50990,19:54,10-21-2016
95928,16:46,12-16-2016
31899,14:27,5-17-2016
95943,16:29,10-17-2016
82392,15:14,8-8-2016
93775,19:55,6-22-2016
56700,18:09,11-16-2016
86708,23:46,1-13-2016
17621,18:54,9-20-2016
75160,16:38,6-17-2016
98205,22:04,4-2-2016
79753,23:53,1-16-2016
80458,20:29,5-3-2016
16080,18:02,11-16-2016
26734,16:59,3-24-2016
38903,17:32,12-18-2016
55589,21:49,7-9-2016
64385,22:56,8-13-2016
84829,20:15,11-7-2016
63906,18:12,7-27-2016
58817,15:06,5-16-2016
78124,23:31,9-15-2016
33776,22:10,11-12-2016
65037,17:28,3-25-2016
62599,15:59,7-7-2016
54837,15:19,2-11-2016
64804,15:27,11-24-2016
99706,14:29,9-18-2016
26010,14:27,9-22-2016
70000,23:38,10-23-2016
57086,19:18,11-14-2016
34604,18:04,11-18-2016
41122,17:37,11-24-2016
39219,14:02,2-26-2016
33617,23:30,3-25-2016
49781,15:49,4-6-2016
97230,22:09,8-13-2016
71292,14:38,9-15-2016
70410,20:37,6-5-2016
66770,22:04,1-11-2016
51480,21:04,2-13-2016
99791,19:31,8-18-2016
21046,17:26,8-19-2016
87030,20:35,8-19-2016
94674,19:27,4-26-2016
78662,14:28,5-4-2016
13944,20:53,2-27-2016
35603,21:31,4-10-2016
15324,21:37,3-27-2016
28944,18:19,6-11-2016
21704,18:53,1-2-2016
12210,16:59,12-26-2016
87284,16:53,11-2-2016
66738,18:01,9-18-2016
79832,19:44,6-21-2016
83255,16:21,3-9-2016
14420,14:04,2-20-2016
10454,20:14,2-17-2016
41995,18:41,9-9-2016
51976,18:35,2-23-2016
18475,21:47,8-15-2016
59212,20:43,9-18-2016
38764,18:07,7-1-2016
95154,20:32,10-28-2016
78893,23:29,4-19-2016
77613,18:06,6-18-2016
97091,14:59,2-12-2016
55337,18:37,5-9-2016
94181,20:17,8-13-2016
28845,15:34,1-16-2016
36313,23:19,3-13-2016
13536,15:06,6-14-2016
58614,18:16,1-3-2016
71412,17:34,1-7-2016
34694,16:22,10-22-2016
50245,17:56,6-25-2016
55073,18:01,7-22-2016
14661,16:49,11-22-2016
40455,23:02,3-4-2016
28018,21:25,8-13-2016
62367,20:40,5-21-2016
13066,23:24,7-26-2016
32782,17:10,2-20-2016
84023,23:43,9-10-2016
55146,23:07,9-9-2016
16659,15:11,8-22-2016
92794,21:09,2-20-2016
75928,15:30,1-20-2016
51574,23:50,1-23-2016
11878,18:11,9-27-2016
31218,14:58,2-22-2016
70849,15:03,9-2-2016
88838,16:02,12-19-2016
64651,23:30,10-7-2016
24028,16:09,5-7-2016
86874,14:39,8-5-2016
59348,18:35,10-14-2016
73165,18:53,9-12-2016
24944,15:04,6-17-2016
57484,16:00,7-25-2016
70924,20:20,11-3-2016
18336,19:57,7-25-2016
29364,16:32,7-28-2016
80693,20:50,3-22-2016
30464,15:36,12-14-2016
39254,22:21,12-27-2016
24223,16:04,6-9-2016
12032,18:51,12-9-2016
78833,22:20,11-25-2016
24873,15:07,8-16-2016
14551,15:53,3-1-2016
66555,18:25,9-21-2016
58324,18:24,10-28-2016
69176,22:58,12-4-2016
10248,14:02,9-16-2016
31099,19:33,5-21-2016
65229,19:10,10-23-2016
93227,19:31,8-14-2016
65496,19:33,9-23-2016
87549,14:21,4-28-2016
78579,17:49,6-13-2016
38742,23:39,11-2-2016
38685,20:16,2-18-2016
46553,23:10,10-1-2016
80447,16:55,11-12-2016
41191,16:11,11-24-2016
71267,22:09,8-20-2016
18474,18:16,12-15-2016
46184,19:22,11-18-2016
67020,22:13,4-17-2016
53412,16:34,5-20-2016
35353,19:19,12-21-2016
16069,20:46,6-24-2016
51177,23:31,3-21-2016
60705,19:15,1-7-2016
67870,16:04,3-13-2016
52841,18:20,9-15-2016
13178,21:57,1-15-2016
56475,21:27,3-14-2016
42021,18:20,11-9-2016
23782,22:38,4-1-2016
90883,19:36,9-24-2016
36538,22:20,9-1-2016
56256,21:06,1-1-2016
35713,19:44,12-24-2016
75333,17:21,6-16-2016
97781,22:52,12-21-2016
17573,18:44,5-7-2016
28251,17:02,6-7-2016
63331,19:59,4-26-2016
65418,21:05,5-10-2016
46948,22:44,1-15-2016
65702,21:01,11-22-2016
93294,16:31,6-15-2016
52812,18:22,12-3-2016
87153,21:32,3-18-2016
33061,15:05,4-11-2016
21538,20:00,6-9-2016
90566,18:48,11-22-2016
66988,20:01,8-16-2016
42886,21:03,5-28-2016
82763,20:36,7-27-2016
54867,19:49,5-18-2016
59105,19:39,7-5-2016
84004,21:59,11-16-2016
23894,23:35,9-26-2016
25929,21:55,6-25-2016
31451,18:38,12-27-2016
50438,23:53,1-28-2016
29312,20:02,9-12-2016
98874,16:17,4-25-2016
78698,15:46,1-9-2016
27657,15:46,9-24-2016
28582,17:46,6-13-2016
28848,20:20,2-19-2016
55833,14:46,4-25-2016
78547,22:00,12-19-2016
98615,16:51,5-8-2016
40889,14:00,7-24-2016
59505,22:21,9-12-2016
32343,17:42,4-2-2016
40859,21:52,10-5-2016
74468,20:05,6-12-2016
65489,22:26,3-17-2016
40855,18:41,6-15-2016
40982,14:06,8-8-2016
66599,14:34,7-1-2016
74545,21:06,4-14-2016
66381,14:27,9-16-2016
40866,20:54,7-14-2016
88522,20:40,5-22-2016
37530,16:00,1-25-2016
35019,19:53,1-18-2016
85124,22:53,12-15-2016
17220,20:23,6-15-2016
42789,14:47,2-25-2016
87844,18:18,8-25-2016
20057,22:38,8-28-2016
61982,18:08,6-5-2016
43138,17:33,5-11-2016
95725,22:34,9-19-2016
42033,22:37,10-2-2016
27509,14:40,6-27-2016
14935,20:14,3-18-2016
91981,14:17,12-11-2016
86992,21:55,6-18-2016
93188,23:43,11-18-2016
96138,23:04,9-3-2016
18822,20:45,10-10-2016
42204,21:55,2-17-2016
77212,20:57,10-28-2016
96594,16:22,12-20-2016
25805,20:43,5-20-2016
57195,16:11,8-1-2016
58872,15:48,5-27-2016
30676,22:17,11-28-2016
82613,17:54,8-2-2016
45703,16:50,12-28-2016
47408,16:55,4-18-2016
44756,17:11,10-24-2016
77340,18:32,5-4-2016
25668,18:04,8-26-2016
38334,20:29,4-3-2016
92616,15:15,7-7-2016
10353,19:12,6-14-2016
46444,16:27,2-8-2016
40433,14:32,1-7-2016
65632,15:16,11-25-2016
28605,22:26,11-2-2016
53750,16:42,12-8-2016
55471,15:27,6-14-2016
56370,19:51,1-24-2016
39417,18:01,9-28-2016
71650,23:59,5-9-2016
60581,14:09,10-1-2016
27720,18:23,11-19-2016
29820,22:03,10-27-2016
30548,19:43,11-11-2016
61575,14:01,10-27-2016
32810,19:45,9-16-2016
34247,23:48,4-9-2016
74244,17:12,5-22-2016
62935,14:34,2-20-2016
53904,21:51,3-27-2016
46432,17:27,2-28-2016
83407,17:38,9-20-2016
82192,18:34,12-17-2016
61653,18:42,4-26-2016
24770,20:05,10-15-2016
82125,18:30,9-7-2016
89967,16:30,5-5-2016
68968,16:18,3-3-2016
84458,14:53,9-4-2016
26402,17:55,1-15-2016
23340,20:13,9-22-2016
74777,18:56,8-3-2016
64442,20:12,7-27-2016
33576,17:47,4-4-2016
37453,21:37,4-4-2016
60220,22:18,8-14-2016
45320,16:43,5-7-2016
76401,18:53,3-16-2016
92451,15:21,8-2-2016
59740,15:52,11-13-2016
50361,19:00,11-8-2016
60545,22:48,2-5-2016
48946,16:17,6-28-2016
23132,15:27,2-20-2016
99836,15:07,4-8-2016
92123,15:26,10-20-2016
21621,17:02,7-19-2016
33465,20:38,10-10-2016
70947,21:36,8-13-2016
58792,20:46,5-8-2016
11542,23:27,2-15-2016
90047,17:38,4-20-2016
36777,19:27,12-18-2016
75763,23:57,8-17-2016
69343,19:18,11-4-2016
67646,18:39,12-17-2016
73676,16:58,10-1-2016
11500,21:45,1-21-2016
26745,19:12,1-19-2016
31766,17:35,4-15-2016
53556,22:25,11-4-2016
28023,22:33,2-8-2016
87354,17:12,11-10-2016
90225,21:29,2-19-2016
59684,16:53,5-3-2016
27015,23:50,1-22-2016
18688,16:12,2-26-2016
25407,16:48,6-12-2016
80350,21:18,7-12-2016
74931,15:59,11-16-2016
37757,15:04,8-26-2016
35105,14:40,4-13-2016
76168,21:11,6-21-2016
19530,15:20,3-18-2016
39398,23:56,5-24-2016
63985,18:29,8-20-2016
77415,21:06,9-9-2016
89708,18:28,2-13-2016
47339,20:47,5-24-2016
88085,14:50,8-28-2016
25371,21:22,12-27-2016
56781,15:04,5-22-2016
98173,18:08,7-16-2016
84639,14:49,9-16-2016
11554,17:23,6-26-2016
53552,22:22,11-12-2016
78422,22:30,11-8-2016
77862,23:18,7-10-2016
54431,16:45,5-21-2016
62955,22:50,8-1-2016
30872,23:49,11-5-2016
41558,14:53,4-24-2016
29580,15:14,5-1-2016
42667,14:54,1-15-2016
23320,19:10,4-19-2016
49603,22:17,6-10-2016
16415,14:29,10-20-2016
61480,22:40,3-22-2016
36962,16:43,5-9-2016
66709,15:06,12-22-2016
16236,14:53,7-9-2016
67516,21:10,3-12-2016
12435,14:08,12-13-2016
48765,21:37,10-1-2016
83730,18:22,9-13-2016
18195,21:13,9-11-2016
79562,18:52,2-3-2016
21645,21:45,7-6-2016
42934,15:57,3-28-2016
64168,18:33,5-26-2016
16094,14:10,11-16-2016
79464,20:29,3-11-2016
83833,21:15,12-17-2016
33406,16:59,9-20-2016
28218,22:35,12-7-2016
17975,21:22,12-17-2016
64034,17:32,7-25-2016
78281,18:38,9-6-2016
97762,22:24,10-14-2016
90048,19:54,12-6-2016
50033,16:35,6-4-2016
61703,19:06,8-12-2016
60045,16:54,4-24-2016
67446,16:40,11-27-2016
30367,21:46,9-27-2016
92045,18:06,5-10-2016
50345,18:54,11-7-2016
94669,17:24,12-28-2016
28454,21:02,5-23-2016
42707,14:00,7-6-2016
63805,17:43,3-25-2016
24075,22:04,10-9-2016
49549,16:53,11-7-2016
56546,20:25,1-8-2016
73854,15:48,11-5-2016
47989,21:28,5-18-2016
29640,15:28,12-6-2016
85822,23:05,12-8-2016
85649,15:10,8-10-2016
21623,18:05,9-5-2016
79960,20:02,8-27-2016
23492,20:08,8-5-2016
27036,19:00,5-18-2016
53183,17:20,4-10-2016
71208,19:38,10-18-2016
50594,17:19,7-4-2016
31519,17:22,9-14-2016
99576,18:34,3-4-2016
41667,18:31,11-11-2016
37726,18:26,12-6-2016
73262,22:18,10-6-2016
45058,22:03,6-7-2016
44927,16:32,2-17-2016
10613,23:00,11-11-2016
85427,23:03,1-2-2016
11234,22:16,12-27-2016
20372,23:23,8-19-2016
30983,20:02,9-3-2016
78596,23:11,2-13-2016
28222,17:35,11-5-2016
13336,14:12,12-16-2016
91772,22:22,1-10-2016
12805,22:24,4-18-2016
23410,15:59,12-20-2016
12418,17:03,7-3-2016
58700,19:47,3-2-2016
18442,17:03,5-10-2016
52084,19:34,7-5-2016
94184,18:58,8-1-2016
80062,22:08,1-19-2016
74566,23:11,6-8-2016
14774,19:32,6-7-2016
63110,21:59,11-21-2016
72534,15:24,7-17-2016
62845,15:18,10-4-2016
92866,16:58,11-23-2016
70014,20:03,7-2-2016
12965,16:12,11-4-2016
55963,21:24,2-2-2016
44818,16:10,12-7-2016
21003,16:59,8-6-2016
42025,18:30,4-2-2016
37913,16:32,5-16-2016
31837,19:45,6-3-2016
32694,16:08,12-3-2016
47231,21:22,12-23-2016
98183,18:58,3-9-2016
50240,18:26,3-7-2016
93809,17:43,4-11-2016
33751,23:39,11-27-2016
29668,14:03,9-19-2016
50805,15:57,4-26-2016
27826,21:50,3-25-2016
66428,23:41,12-25-2016
69032,20:31,8-16-2016
31880,14:56,8-6-2016
50088,22:43,10-2-2016
44042,20:31,10-10-2016
22963,20:32,9-11-2016
53123,22:19,9-6-2016
80816,16:57,3-28-2016
56043,18:32,1-28-2016
18197,17:24,8-18-2016
76607,15:52,10-11-2016
83958,16:14,8-7-2016
86771,18:57,9-21-2016
41166,14:39,12-20-2016
20166,14:38,2-8-2016
23817,22:42,10-14-2016
61428,19:20,10-2-2016
85661,16:57,1-17-2016
36383,23:00,10-24-2016
35726,23:07,7-7-2016
29222,22:18,4-6-2016
54176,14:51,5-4-2016
89350,23:42,1-22-2016
18175,15:22,11-26-2016
37017,20:22,12-4-2016
55896,14:50,11-7-2016
55919,21:25,7-16-2016
59027,22:57,11-13-2016
72466,15:14,11-19-2016
76998,18:23,7-7-2016
69163,14:01,10-23-2016
87705,19:52,4-5-2016
40185,14:50,5-26-2016
93016,20:01,6-17-2016
84418,17:12,6-10-2016
86617,19:19,8-24-2016
39400,15:55,7-25-2016
65898,21:02,10-5-2016
81040,20:09,10-19-2016
49013,23:22,7-23-2016
33519,15:02,5-1-2016
74765,17:16,11-17-2016
22371,14:31,11-1-2016
46440,18:19,10-8-2016
20002,23:37,8-26-2016
80990,16:37,4-14-2016
19100,16:05,2-19-2016
54949,23:29,2-15-2016
27859,16:21,8-23-2016
31432,22:44,4-7-2016
93325,18:24,11-26-2016
57144,20:48,4-1-2016
60381,17:39,8-12-2016
33952,19:16,9-12-2016
37670,23:01,10-8-2016
15084,21:33,3-10-2016
99428,22:10,5-15-2016
63990,23:00,10-22-2016
69089,17:34,8-15-2016
19723,22:06,6-8-2016
21166,20:58,11-21-2016
81530,18:33,11-2-2016
53590,15:42,10-25-2016
30701,20:36,9-12-2016
36528,20:01,5-16-2016
63880,20:53,1-28-2016
30963,16:19,3-28-2016
87893,16:00,8-5-2016
39297,15:12,6-7-2016
10938,18:46,3-23-2016
86593,16:41,9-18-2016
94051,20:24,1-11-2016
48337,18:54,1-25-2016
66029,15:58,12-21-2016
35535,19:47,3-7-2016
58023,16:54,10-1-2016
93172,23:32,4-28-2016
64808,22:38,8-25-2016
43451,22:27,2-16-2016
26904,14:19,11-28-2016
74833,17:19,5-5-2016
33195,20:43,5-12-2016
56412,23:30,5-18-2016
96547,14:56,3-6-2016
61701,21:58,8-6-2016
56940,18:14,8-7-2016
87888,17:06,5-25-2016
79928,15:13,3-28-2016
54076,15:21,4-6-2016
18911,19:30,11-17-2016
16445,14:42,1-22-2016
49895,23:23,8-16-2016
87392,20:53,7-1-2016
58467,14:55,10-2-2016
96799,23:32,1-23-2016
46160,23:56,12-24-2016
60072,21:28,12-21-2016
17474,20:35,12-17-2016
76666,17:04,6-14-2016
94062,14:34,10-6-2016
56786,19:28,12-3-2016
96480,14:30,3-14-2016
42148,20:35,11-9-2016
98227,15:35,1-13-2016
77428,22:07,1-10-2016
87159,21:10,3-14-2016
78156,22:14,11-27-2016
24860,15:52,1-3-2016
66944,22:15,5-25-2016
11460,18:32,8-16-2016
98266,20:16,2-5-2016
62267,14:58,5-3-2016
70511,16:50,2-24-2016
41712,23:22,8-7-2016
75989,21:35,2-8-2016
39192,19:19,10-21-2016
17328,20:14,2-4-2016
97553,23:14,8-28-2016
36608,22:27,2-23-2016
16340,22:36,1-9-2016
50777,23:56,10-4-2016
17612,22:31,4-19-2016
26291,16:09,4-9-2016
66121,18:58,3-10-2016
30134,20:25,11-26-2016
68931,17:04,2-24-2016
34238,21:16,9-14-2016
84725,23:48,12-16-2016
37402,15:43,6-25-2016
73207,15:20,9-13-2016
60171,14:55,7-15-2016
94984,23:10,7-13-2016
61091,21:34,4-10-2016
12966,21:55,10-7-2016
74527,23:39,11-2-2016
33332,18:01,6-9-2016
20508,17:51,4-28-2016
42810,21:34,12-24-2016
11678,22:24,9-14-2016
53958,18:24,7-7-2016
14177,22:24,10-23-2016
33502,21:22,8-11-2016
59427,14:20,11-8-2016
69706,16:08,2-26-2016
98940,22:56,7-9-2016
42722,14:47,5-23-2016
67523,22:41,8-5-2016
28007,19:13,4-19-2016
39528,14:04,7-25-2016
39245,16:18,1-10-2016
68161,18:43,10-10-2016
67506,23:58,9-28-2016
96766,21:08,8-13-2016
43649,19:41,12-9-2016
19991,16:43,8-17-2016
95773,21:26,3-12-2016
59937,15:15,9-17-2016
86917,19:25,8-3-2016
81945,16:12,8-11-2016
15952,15:43,12-8-2016
93256,21:41,1-21-2016
14200,15:08,8-16-2016
68748,15:57,1-26-2016
29133,14:53,4-16-2016
72883,17:14,10-25-2016
42736,14:59,2-8-2016
48919,17:22,7-16-2016
70942,23:40,5-6-2016
47343,18:49,11-23-2016
70181,23:16,8-18-2016
79735,17:21,3-15-2016
22318,17:03,4-17-2016
27157,22:14,3-10-2016
85601,20:23,12-12-2016
84080,19:41,7-6-2016
28304,14:34,11-21-2016
69161,21:33,11-8-2016
84925,18:08,8-12-2016
96922,19:56,5-9-2016
11745,14:07,10-9-2016
19565,15:04,12-16-2016
23195,18:49,9-1-2016
49212,16:50,3-2-2016
93128,14:06,11-8-2016
12593,16:48,9-22-2016
14865,22:39,6-3-2016
62337,18:02,8-13-2016
31251,19:17,2-24-2016
47530,14:28,9-19-2016
60421,19:02,9-2-2016
14620,17:29,8-18-2016
10583,14:19,11-23-2016
10646,21:23,3-1-2016
70250,14:12,2-3-2016
41645,23:42,3-26-2016
13902,15:15,8-2-2016
61036,22:39,2-3-2016
18804,19:13,3-21-2016
66384,22:16,5-11-2016
62449,16:00,12-23-2016
55564,16:40,9-17-2016
10235,22:16,6-27-2016
21767,15:39,4-20-2016
90737,23:16,1-19-2016
87382,16:07,5-2-2016
37024,19:42,1-3-2016
52958,18:00,9-19-2016
53094,18:42,12-17-2016
80757,23:43,9-18-2016
19036,16:33,12-10-2016
99258,16:46,6-27-2016
67765,14:23,8-9-2016
30027,16:11,9-15-2016
82794,14:09,5-28-2016
53505,23:32,5-3-2016
63941,20:19,9-27-2016
30972,19:34,10-3-2016
84775,20:09,9-20-2016
74672,14:55,7-6-2016
89023,15:38,4-26-2016
50620,15:10,3-26-2016
78505,15:45,5-10-2016
83811,17:36,5-25-2016
80312,21:06,11-17-2016
97558,21:35,5-28-2016
22989,15:30,9-23-2016
71199,22:31,2-16-2016
47298,20:40,4-16-2016
45727,20:52,4-8-2016
82669,22:45,5-7-2016
69767,15:37,10-8-2016
53744,18:10,10-7-2016
86219,14:36,3-8-2016
64964,20:52,2-23-2016
97555,15:33,11-9-2016
93173,18:11,7-6-2016
12711,22:27,1-22-2016
48920,14:39,9-6-2016
71648,21:56,10-7-2016
33968,19:15,3-8-2016
38660,15:11,8-13-2016
11446,16:57,11-28-2016
58157,16:23,4-12-2016
21931,18:01,7-2-2016
90820,15:18,11-5-2016
89690,15:21,9-18-2016
80482,23:09,12-21-2016
56524,19:03,6-3-2016
35407,15:03,4-22-2016
32490,15:24,7-26-2016
74171,16:05,8-14-2016
59959,20:21,8-19-2016
15726,15:07,8-16-2016
30206,17:56,5-16-2016
87389,21:13,3-16-2016
97477,21:32,3-1-2016
39566,14:36,12-25-2016
17842,21:37,12-25-2016
15379,16:11,1-4-2016
14628,19:23,11-26-2016
67672,19:43,9-1-2016
18810,15:25,9-19-2016
52491,22:42,7-20-2016
53781,18:16,9-10-2016
69794,17:15,5-14-2016
78846,22:16,4-12-2016
38984,15:08,4-28-2016
19496,19:32,2-16-2016
66678,14:54,5-13-2016
33698,17:06,7-27-2016
65130,19:14,12-4-2016
46170,19:55,8-15-2016
95113,22:01,9-16-2016
66200,20:15,1-20-2016
87882,20:35,12-23-2016
52948,23:40,7-24-2016
64762,22:21,9-20-2016
34536,17:29,8-10-2016
86850,23:07,1-21-2016
62880,23:42,7-28-2016
47928,22:29,6-5-2016
49997,17:43,9-13-2016
75243,21:10,5-13-2016
47349,21:16,6-17-2016
43160,23:58,11-26-2016
17624,19:33,11-12-2016
24772,17:20,6-2-2016
74957,23:00,9-13-2016
33872,17:47,9-27-2016
36265,14:01,11-1-2016
61951,14:30,6-27-2016
98421,20:23,10-24-2016
89404,14:03,7-6-2016
92260,17:23,10-9-2016
19934,22:46,7-11-2016
84054,20:33,10-14-2016
66349,23:57,8-19-2016
81037,23:16,8-4-2016
80680,19:16,2-23-2016
65603,17:59,2-3-2016
87096,23:08,4-21-2016
50116,21:45,3-10-2016
62921,17:21,1-18-2016
53150,20:52,5-26-2016
84385,23:13,7-14-2016
43955,18:59,1-11-2016
57308,23:37,9-12-2016
83024,15:34,10-2-2016
74824,19:49,1-19-2016
34912,17:16,12-21-2016
41391,17:50,4-24-2016
28476,19:23,5-22-2016
84636,19:20,4-6-2016
82968,15:31,2-23-2016
93535,16:56,2-21-2016
81057,18:57,3-26-2016
28317,22:47,1-15-2016
58134,21:56,1-12-2016
62120,15:45,8-19-2016
50012,20:03,3-16-2016
76912,17:31,7-22-2016
25438,14:01,6-14-2016
60176,21:21,2-3-2016
25913,19:16,4-26-2016
51106,18:44,8-9-2016
80695,17:34,1-10-2016
59517,17:39,3-7-2016
17922,20:32,10-19-2016
23806,18:08,3-8-2016
38809,21:34,3-18-2016
28490,21:05,3-1-2016
18546,18:50,9-15-2016
10988,20:29,6-3-2016
80773,14:55,1-6-2016
23254,21:19,12-8-2016
75445,20:32,3-12-2016
12010,23:49,9-15-2016
48002,18:28,3-5-2016
62728,21:23,7-20-2016
29066,21:15,1-11-2016
25146,18:26,12-9-2016
11348,16:14,5-26-2016
98572,17:33,7-3-2016
59256,22:28,12-24-2016
24189,18:13,1-9-2016
44504,21:12,4-1-2016
63315,16:29,9-24-2016
12819,20:02,8-5-2016
82235,18:36,3-12-2016
83253,21:04,8-7-2016
28759,20:59,5-10-2016
67170,17:00,7-19-2016
26664,21:05,1-14-2016
75099,14:32,5-13-2016
47268,14:08,6-20-2016
11696,15:20,6-23-2016
82569,19:46,8-6-2016
30194,20:30,9-9-2016
25756,23:27,9-13-2016
86112,23:14,1-4-2016
70968,15:43,3-17-2016
58873,18:18,9-13-2016
34909,17:43,11-11-2016
70240,17:43,10-24-2016
81077,22:45,8-25-2016
62989,15:23,10-21-2016
60254,21:26,12-23-2016
47763,18:03,11-18-2016
93233,18:49,5-4-2016
65090,17:51,7-27-2016
78979,23:38,2-15-2016
23405,23:39,5-13-2016
49411,19:26,12-27-2016
85432,15:34,3-17-2016
45548,14:07,8-2-2016
68268,21:47,7-17-2016
31053,15:49,6-22-2016
46144,17:24,10-5-2016
85550,23:05,6-13-2016
12831,15:57,4-28-2016
73675,22:36,9-5-2016
41806,14:53,3-21-2016
76451,17:42,10-10-2016
50168,15:41,4-10-2016
23850,22:29,11-24-2016
43831,14:27,7-5-2016
78209,19:17,2-8-2016
82697,16:10,4-15-2016
87261,18:15,10-8-2016
59960,19:14,3-13-2016
35959,19:45,6-17-2016
30624,18:35,9-4-2016
73993,19:16,1-26-2016
24563,16:23,8-1-2016
51654,15:39,9-11-2016
10769,19:55,7-25-2016
16040,21:52,9-15-2016
24900,23:41,12-24-2016
84436,20:05,7-11-2016
50736,21:15,10-27-2016
95290,19:26,9-7-2016
72650,21:08,8-3-2016
77933,20:57,4-7-2016
82490,22:08,10-24-2016
70969,19:43,1-1-2016
20434,18:40,11-16-2016
67822,21:51,2-27-2016
12262,20:09,7-24-2016
33749,21:42,6-12-2016
50301,20:27,9-16-2016
35835,21:31,4-2-2016
52285,15:19,9-22-2016
60479,15:00,1-16-2016
52549,15:55,11-4-2016
41838,17:22,9-25-2016
64495,19:44,4-9-2016
66845,23:22,12-23-2016
26176,19:07,10-17-2016
49872,22:32,10-24-2016
39751,17:03,9-18-2016
24479,23:17,2-14-2016
20150,21:06,6-21-2016
52996,21:44,9-27-2016
62115,23:43,1-14-2016
99350,15:11,10-16-2016
30426,21:26,7-28-2016
29356,19:49,1-8-2016
71129,16:37,2-6-2016
72062,23:23,8-18-2016
32028,14:13,8-5-2016
71519,19:58,10-4-2016
50019,15:01,5-10-2016
39987,22:38,1-24-2016
10535,19:08,2-27-2016
74549,23:59,6-6-2016
10442,19:27,2-26-2016
24185,19:16,4-26-2016
51125,22:00,6-4-2016
88725,17:07,11-11-2016
61217,22:46,3-12-2016
51789,19:40,11-23-2016
92983,14:38,9-26-2016
80886,22:02,5-4-2016
61433,17:49,5-16-2016
73543,18:41,5-26-2016
83117,14:01,2-13-2016
16739,14:13,6-17-2016
24881,20:03,2-12-2016
88108,20:42,1-13-2016
74326,21:59,3-9-2016
58335,23:25,9-15-2016
48708,22:18,11-17-2016
48827,17:13,7-27-2016
75566,20:17,5-16-2016
30851,20:51,10-20-2016
64828,16:19,1-22-2016
18073,20:37,1-18-2016
12174,15:05,6-17-2016
36412,23:40,7-23-2016
70019,23:17,9-2-2016
86406,22:55,5-25-2016
88977,19:41,9-4-2016
82179,18:15,3-3-2016
83148,22:27,1-6-2016
11279,22:54,9-2-2016
33451,20:40,9-15-2016
16882,21:13,10-28-2016
94539,19:29,5-5-2016
16691,21:18,10-26-2016
72780,23:27,1-20-2016
76660,18:55,9-16-2016
36781,15:24,3-20-2016
57875,16:46,10-7-2016
47398,17:08,9-16-2016
97633,14:05,5-2-2016
30684,14:17,9-8-2016
15971,20:51,2-11-2016
95766,23:48,7-22-2016
26709,15:29,4-9-2016
74095,16:55,12-4-2016
62540,21:11,4-5-2016
98045,22:30,1-3-2016
79074,15:32,10-27-2016
94820,17:26,12-6-2016
13819,14:01,12-2-2016
15130,16:29,12-10-2016
41574,21:03,12-26-2016
22590,19:44,12-23-2016
50959,20:20,10-24-2016
10996,23:20,9-28-2016
33395,16:28,8-3-2016
46868,23:33,7-17-2016
14900,17:01,5-4-2016
12951,16:21,7-18-2016
72575,18:59,5-27-2016
64256,21:13,4-28-2016
53753,19:49,12-15-2016
99809,18:52,8-7-2016
62945,16:18,3-15-2016
53424,19:22,11-2-2016
76116,20:06,6-28-2016
22734,15:43,11-16-2016
67718,18:34,3-12-2016
28487,16:20,9-5-2016
22460,15:08,2-1-2016
25310,19:16,7-25-2016
15161,16:12,4-19-2016
73988,14:24,3-17-2016
26231,21:45,12-6-2016
27608,21:05,3-4-2016
52123,21:00,5-19-2016
70898,19:53,12-28-2016
34732,21:42,3-27-2016
89522,18:54,11-20-2016
31522,15:10,10-23-2016
23194,16:59,7-9-2016
61984,16:46,3-27-2016
62597,18:02,8-21-2016
84177,23:43,10-3-2016
20004,17:40,2-11-2016
79604,19:49,5-2-2016
82999,15:37,2-13-2016
